sensor.flow0,sensor.flow1,sensor.flow2,sensor.flow3,sensor.flow4,sensor.pressure0,sensor.pressure1,sensor.pressure2,sensor.pressure3,sensor.pressure4,sensor.pressure5,valve.bigvalve0,valve.bigvalve1,valve.valve0,valve.valve1,valve.valve2,valve.valve3,valve.valve4,last_valve_change
2.5153219218785083,1.6768816388079104,1.770042107272725,0.8384409981818169,0.0,2.7306000000000004,1.9269600000000002,1.0603200000000002,1.9358400000000002,1.8648,1.8145999999999998,0,1,0,0,0,0,0,24.515323877334595
2.5153219218785083,1.6768816388079104,1.770042107272725,0.8384409981818169,0.0,2.6773200000000004,1.89144,1.0640800000000001,1.9136400000000002,1.85592,1.7973999999999999,0,1,0,0,0,0,0,25.598907709121704
2.458565800572762,1.6631416728634727,1.735449595339369,0.8677247258631332,0.0,2.7039600000000004,1.9047600000000002,1.07536,1.9180800000000002,1.86924,1.8059999999999998,0,1,0,0,0,0,0,26.612351894378662
2.458565800572762,1.6631416728634727,1.735449595339369,0.8677247258631332,0.0,2.69952,1.8958800000000002,1.0716,1.9225200000000002,1.8648,1.8016999999999999,0,1,0,0,0,0,0,27.35924220085144
2.458565800572762,1.6631416728634727,1.735449595339369,0.8677247258631332,0.0,2.7084,1.9047600000000002,1.0678400000000001,1.9269600000000002,1.86036,1.8059999999999998,0,1,0,0,0,0,0,28.44426703453064
2.417947014883449,1.6623437476265022,1.8134691996323171,0.7556122318534841,0.0,2.6950800000000004,1.9003200000000002,1.07536,1.9314000000000002,1.87368,1.8059999999999998,0,1,0,0,0,0,0,29.37176203727722
2.417947014883449,1.6623437476265022,1.8134691996323171,0.7556122318534841,0.0,2.7039600000000004,1.9047600000000002,1.0640800000000001,1.9269600000000002,1.87368,1.8102999999999998,0,1,0,0,0,0,0,30.268792867660522
2.417947014883449,1.6623437476265022,1.8134691996323171,0.7556122318534841,0.0,2.6950800000000004,1.8958800000000002,1.0716,1.9225200000000002,1.8648,1.8059999999999998,0,1,0,0,0,0,0,31.302722215652466
2.5012717156251836,1.6414598570442294,1.71962445831693,0.7816475509734426,0.0,2.6773200000000004,1.89144,1.0678400000000001,1.9092000000000002,1.85592,1.7973999999999999,0,1,0,0,0,0,0,32.0337815284729
2.5012717156251836,1.6414598570442294,1.71962445831693,0.7816475509734426,0.0,2.68176,1.887,1.0678400000000001,1.9180800000000002,1.8648,1.7973999999999999,0,1,0,0,0,0,0,33.01129150390625
2.5012717156251836,1.6414598570442294,1.71962445831693,0.7816475509734426,0.0,2.69952,1.9003200000000002,1.07536,1.9180800000000002,1.87368,1.8102999999999998,0,1,0,0,0,0,0,34.00600600242615
